uid,receptor_chains,ligand_chains,dG,fold_id,cluster_id,source,Subgroup,fold_id_old,KD
2rr3,A,B,-7.745464384850629,2.0,1103.0,PDBbind v2020,,0.0,2.087744851301977e-06
5utz,E,FG,-11.90385695623002,2.0,1345.0,SAbDab,Antibody-Antigen,5.0,1.8621738478683222e-09
5t5f,A,HL,-13.261443452781023,2.0,1364.0,SAbDab,Antibody-Antigen,9.0,1.8810550998824829e-10
4xvp,A,D,-11.427321280974818,2.0,2603.0,PDBbind v2020,,4.0,4.163888781864894e-09
1b2s,D,A,-13.374470415409828,2.0,32.0,SKEMPI v2.0,,9.0,1.5542127803016538e-10
5vz4,A,B,-11.045570688372568,2.0,1537.0,PDBbind v2020,,7.0,7.933504981863605e-09
5ua4,A,B,-10.347274197635928,2.0,749.0,PDBbind v2020,,0.0,2.5797500154648873e-08
3o34,A,B,-6.896590665000162,2.0,904.0,PDBbind v2020,,0.0,8.754258741154254e-06
5m2j,A,D,-13.486272831971725,2.0,1609.0,SAbDab,Antibody-Antigen,8.0,1.2868190599368506e-10
6ppg,F,HL,-15.15460465077314,2.0,1483.0,PDBbind v2020,,8.0,7.691414622477553e-12
1k8r,B,A,-8.900300851531348,2.0,222.0,SKEMPI v2.0,,9.0,2.96995812226106e-07
3sqo,A,HL,-15.416538589163771,2.0,1318.0,SAbDab,Antibody-Antigen,9.0,4.9420902335420374e-12
4q5u,A,C,-16.370053273103967,2.0,596.0,PDBbind v2020,,9.0,9.877061225232631e-13
2mej,A,B,-6.506483770485678,2.0,1002.0,PDBbind v2020,,3.0,1.6916622240536852e-05
5bvp,I,HL,-14.345214319490088,2.0,908.0,SAbDab,Antibody-Antigen,7.0,3.017116557468112e-11
3k8p,D,C,-10.913368848735978,3.0,1156.0,PDBbind v2020,,4.0,9.917871959919237e-09
4dkf,A,HL,-11.607238529458838,3.0,1712.0,SAbDab,Antibody-Antigen,2.0,3.072928673662477e-09
5fv2,X,A,-15.202978760233732,3.0,1839.0,SAbDab,Antibody-Antigen,0.0,7.088101159300013e-12
2kri,A,B,-5.916740446143799,3.0,661.0,PDBbind v2020,,3.0,4.579479308462109e-05
2j59,F,R,-9.90338745969937,3.0,713.0,PDBbind v2020,,5.0,5.4589942656527934e-08
1yym,G,HL,-6.852492926565628,3.0,1740.0,SAbDab,Antibody-Antigen,6.0,9.431038450518528e-06
6j7w,D,B,-12.990836031129048,3.0,1840.0,PDBbind v2020,,9.0,2.9706944007049096e-10
2b42,B,A,-12.237455454321982,3.0,416.0,SKEMPI v2.0,,9.0,1.0601510353881651e-09
2vda,A,B,-7.53415160676106,3.0,1119.0,PDBbind v2020,,2.0,2.982968924296241e-06
2n1d,A,B,-9.85183739679325,3.0,781.0,PDBbind v2020,,8.0,5.955498457208118e-08
6nmt,AB,C,-13.35589673178847,3.0,1771.0,PDBbind v2020,,6.0,1.6037325112349228e-10
3u8x,A,B,-7.459998454425873,3.0,2121.0,PDBbind v2020,,4.0,3.3808875536083147e-06
5mes,A,HL,-8.82416956051787,3.0,1340.0,SAbDab,Antibody-Antigen,5.0,3.3774041973453865e-07
5oy9,A,D,-7.401949767124469,3.0,1516.0,PDBbind v2020,,5.0,3.729083667208922e-06
2nqd,B,A,-14.199568908272797,3.0,1032.0,PDBbind v2020,,9.0,3.8583769386626657e-11
2den,A,B,-6.506483770485678,3.0,635.0,PDBbind v2020,,3.0,1.6916622240536852e-05
5g15,A,B,-9.234825982669673,3.0,2090.0,PDBbind v2020,,0.0,1.6881781527970416e-07
6h71,B,D,-10.043723779304608,3.0,1434.0,PDBbind v2020,,2.0,4.3071859659135524e-08
2kt5,A,B,-6.21085546424595,3.0,765.0,PDBbind v2020,,9.0,2.7868896926687003e-05
2djy,A,B,-5.999542686156381,3.0,638.0,PDBbind v2020,,0.0,3.981906765804197e-05
5ywr,A,B,-10.107055589996806,3.0,1181.0,PDBbind v2020,,3.0,3.8703275082561166e-08
3vg9,A,BC,-11.399760405427957,3.0,1813.0,SAbDab,Antibody-Antigen,9.0,4.362260049474433e-09
4llo,B,A,-6.6563720573610405,3.0,2638.0,PDBbind v2020,,2.0,1.3133771961301871e-05
2m0j,A,B,-10.805352080733448,3.0,584.0,PDBbind v2020,,0.0,1.19024178250311e-08
4ic7,A,B,-8.685038378921586,3.0,2575.0,PDBbind v2020,,3.0,4.271872054402731e-07
5o2s,A,B,-11.471226696088802,3.0,541.0,PDBbind v2020,,3.0,3.866339877981026e-09
2kj4,A,B,-9.804415935847535,3.0,753.0,PDBbind v2020,,8.0,6.45202119384462e-08
2lvo,A,C,-6.674602787581364,3.0,992.0,PDBbind v2020,,6.0,1.273560342344147e-05
5lqb,A,HL,-12.277539954827974,3.0,1451.0,PDBbind v2020,,2.0,9.90765349483909e-10
1l4z,B,A,-9.148699596307608,3.0,240.0,PDBbind v2020,,6.0,1.9524554462446825e-07
5nt7,B,A,-6.786334000251129,3.0,1489.0,PDBbind v2020,,6.0,1.054578116741359e-05
4gnk,B,A,-9.082074615395763,3.0,2527.0,SKEMPI v2.0,,4.0,2.184953326875916e-07
5tzt,C,HL,-11.65291070130086,3.0,1770.0,SAbDab,Antibody-Antigen,9.0,2.84483900781249e-09
4hrn,D,A,-11.570198219940638,3.0,394.0,SKEMPI v2.0,,7.0,3.2712736968531663e-09
4qt8,A,C,-8.939197676429945,3.0,2408.0,PDBbind v2020,,0.0,2.781149940290466e-07
4ios,ABC,EFG,-10.53310124059703,3.0,1192.0,PDBbind v2020,,2.0,1.8849372316319076e-08
4ilw,D,A,-11.236093544427629,3.0,142.0,PDBbind v2020,,3.0,5.7509630913829985e-09
1za3,R,HL,-10.188340666609866,3.0,514.0,SAbDab,Antibody-Antigen,8.0,3.3739244300130885e-08
2ld7,A,B,-10.962768448359986,3.0,778.0,PDBbind v2020,,9.0,9.124101603792288e-09
2ka4,A,B,-9.87192243833563,3.0,378.0,PDBbind v2020,,8.0,5.7568944671176374e-08
4dm8,A,C,-7.944808028912861,3.0,2496.0,PDBbind v2020,,0.0,1.4910217060864403e-06
5mak,B,A,-14.375092178763424,3.0,1461.0,PDBbind v2020,,7.0,2.8686690084781e-11
1wa8,A,B,-10.856902143639564,3.0,458.0,PDBbind v2020,,1.0,1.091012467237018e-08
6cmg,A,BC,-10.316202179260891,3.0,1692.0,SAbDab,Antibody-Antigen,0.0,2.7187234656071115e-08
6hul,A,B,-8.898322712853057,3.0,1956.0,PDBbind v2020,,4.0,2.979895546870992e-07
6kbn,B,A,-7.960821219487149,3.0,1992.0,PDBbind v2020,,8.0,1.4512435665117905e-06
1p9d,S,U,-6.669992243038665,3.0,428.0,PDBbind v2020,,2.0,1.2835145042365512e-05
2lqc,A,B,-7.554236648303439,3.0,583.0,PDBbind v2020,,0.0,2.883492862814925e-06
3kbh,E,A,-9.777684244458063,3.0,559.0,SKEMPI v2.0,,3.0,6.749943134006594e-08
6uyu,A,B,-7.7743702144001805,3.0,761.0,PDBbind v2020,,6.0,1.9882849996980894e-06
3q8d,E,A,-9.85183739679325,3.0,2309.0,SKEMPI v2.0,,8.0,5.955498457208118e-08
2m86,B,A,-11.711445303727924,3.0,1000.0,PDBbind v2020,,5.0,2.577092077798918e-09
3hi1,G,HL,-10.846227044310336,3.0,1744.0,SAbDab,Antibody-Antigen,8.0,1.1108580184347831e-08
5imt,A,D,-8.778896613200592,3.0,1296.0,PDBbind v2020,,0.0,3.645734545478602e-07
1f3v,A,B,-6.96805695566101,3.0,83.0,PDBbind v2020,,1.0,7.759037583549482e-06
5u4y,A,C,-10.370510586947583,3.0,1067.0,PDBbind v2020,,4.0,2.4804853067015168e-08
1xr0,A,B,-6.820855530459986,3.0,479.0,PDBbind v2020,,9.0,9.948590632812065e-06
5zau,A,B,-9.85183739679325,3.0,1625.0,PDBbind v2020,,9.0,5.955498457208118e-08
1mxe,E,A,-16.370053273103967,3.0,278.0,PDBbind v2020,,7.0,9.877061225232631e-13
2kgx,A,B,-6.883276576970136,3.0,751.0,PDBbind v2020,,3.0,8.953309244308772e-06
2mre,A,B,-6.440587922321038,3.0,1018.0,PDBbind v2020,,0.0,1.8907754568556263e-05
3n85,HL,A,-12.417194118936148,3.0,392.0,SKEMPI v2.0,,1.0,7.826220316127325e-10
5w9a,A,C,-5.4391722533427815,3.0,1541.0,PDBbind v2020,,7.0,0.0001025775259997
3o4o,C,A,-7.67631085698527,3.0,905.0,PDBbind v2020,,6.0,2.346350154938926e-06
6ivu,A,B,-14.949415461915557,3.0,1971.0,PDBbind v2020,,3.0,1.0876437031235836e-11
4plo,A,B,-10.122444818445226,3.0,2397.0,PDBbind v2020,,1.0,3.771044487987504e-08
4u6h,E,AB,-13.70413210743012,3.0,1820.0,SKEMPI v2.0,,8.0,8.907280848060035e-11
5wql,A,C,-10.913368848735978,3.0,1545.0,PDBbind v2020,,1.0,9.917871959919237e-09
6ddm,C,AB,-12.791492387066816,4.0,877.0,SAbDab,TCR-pMHC,5.0,4.1595986929942984e-10
1q68,A,B,-8.727884898340376,4.0,366.0,PDBbind v2020,,1.0,3.973705810133431e-07
2kxw,A,B,-10.913368848735978,4.0,582.0,PDBbind v2020,,0.0,9.917871959919237e-09
5hhx,A,HL,-11.200416761365725,4.0,1338.0,SAbDab,Antibody-Antigen,1.0,6.108084088349663e-09
1r8u,A,B,-10.757930619787729,4.0,377.0,PDBbind v2020,,0.0,1.2894748041139751e-08
1ty4,C,A,-11.177772528009156,4.0,422.0,PDBbind v2020,,5.0,6.346169979972941e-09
1wlp,B,A,-8.449430315825163,4.0,460.0,PDBbind v2020,,5.0,6.359267240105308e-07
5e3e,A,B,-10.078873587029346,4.0,1278.0,PDBbind v2020,,3.0,4.0589683633915953e-08
5dc4,A,B,-10.171166942885352,4.0,2087.0,PDBbind v2020,,6.0,3.473202574219313e-08
6iw0,A,HL,-10.735571287607009,4.0,1833.0,PDBbind v2020,,9.0,1.3390926138527742e-08
2vxs,D,JN,-11.83797770312662,4.0,1317.0,SAbDab,Antibody-Antigen,1.0,2.0812984355695507e-09
6a79,B,LM,-11.030941501059491,4.0,1660.0,PDBbind v2020,,7.0,8.131932501032331e-09
2k8f,A,B,-7.59657265327121,4.0,744.0,PDBbind v2020,,0.0,2.6845454025720844e-06
6nmr,AB,E,-13.28368286754736,4.0,2545.0,PDBbind v2020,,9.0,1.8117226231427102e-10
1t5z,B,A,-6.113513795572649,4.0,407.0,PDBbind v2020,,5.0,3.2847901750732806e-05
4k2u,B,IM,-14.75393145354781,4.0,1758.0,SAbDab,Antibody-Antigen,3.0,1.5130370006181234e-11
2ki4,A,B,-8.011633943177063,4.0,752.0,PDBbind v2020,,2.0,1.331912131276662e-06
4kfz,B,D,-9.585855948321946,4.0,1837.0,SAbDab,Antibody-Antigen,1.0,9.332156393788825e-08
5xco,B,A,-10.982409539350494,4.0,545.0,SKEMPI v2.0,,8.0,8.826445549827521e-09
2ixq,A,B,-8.396339414641552,4.0,707.0,PDBbind v2020,,6.0,6.95572759005497e-07
2h9g,S,HL,-11.32402527088778,4.0,515.0,SAbDab,Antibody-Antigen,3.0,4.9573973935764134e-09
6oy4,A,CD,-10.171166942885352,4.0,1768.0,PDBbind v2020,,0.0,3.473202574219313e-08
4yh7,B,A,-9.308979135004858,4.0,2684.0,SKEMPI v2.0,,4.0,1.4894854941551934e-07
2kwi,A,B,-9.187940920116189,4.0,534.0,PDBbind v2020,,6.0,1.8272693257526945e-07
5ip4,E,A,-8.656789005930884,4.0,1301.0,SAbDab,Antibody-Antigen,3.0,4.4805940089583443e-07
3p11,A,HL,-11.722949587214543,4.0,2549.0,SAbDab,Antibody-Antigen,3.0,2.5275106424096123e-09
2x2d,C,D,-7.113702366878299,4.0,284.0,PDBbind v2020,,7.0,6.067297502420434e-06
6hhc,HL,A,-11.75886676467364,4.0,1664.0,PDBbind v2020,,1.0,2.37876898297497e-09
5d96,D,IJ,-11.810416827579758,4.0,1719.0,PDBbind v2020,,4.0,2.1804532955014246e-09
6f0g,A,C,-9.90338745969937,4.0,695.0,PDBbind v2020,,3.0,5.4589942656527934e-08
3osl,A,B,-11.929304579186322,4.0,524.0,PDBbind v2020,,1.0,1.7838469776311663e-09
5zqv,A,E,-8.98310309154393,4.0,1632.0,PDBbind v2020,,1.0,2.582410694450311e-07
6m9k,C,F,-6.712838762457455,4.0,2011.0,PDBbind v2020,,8.0,1.1939283241450922e-05
3vep,X,D,-6.80334335943478,4.0,2281.0,PDBbind v2020,,9.0,1.0247183953078227e-05
4uu9,D,HL,-14.806538522949737,4.0,1167.0,SAbDab,Antibody-Antigen,9.0,1.384423265610221e-11
4weu,A,E,-7.153883998622112,4.0,1727.0,SAbDab,Antibody-Antigen,3.0,5.669269787843433e-06
5j28,A,C,-9.159648712562191,4.0,1300.0,PDBbind v2020,,5.0,1.9166876063064578e-07
6on9,A,B,-6.820855530459986,4.0,2036.0,PDBbind v2020,,2.0,9.948590632812065e-06
1djs,A,B,-10.077426817119294,4.0,382.0,PDBbind v2020,,1.0,4.068896939760393e-08
6r2s,AB,C,-14.595225744860166,4.0,1807.0,PDBbind v2020,,6.0,1.9780633523357147e-11
2lpb,A,B,-6.814960437207081,4.0,791.0,PDBbind v2020,,2.0,1.0048121299825506e-05
6ird,B,C,-9.109635490942626,4.0,1969.0,PDBbind v2020,,9.0,2.085593830604641e-07
2j0t,D,A,-12.820398216616368,4.0,2278.0,SKEMPI v2.0,,8.0,3.9614360351010536e-10
4fza,B,A,-10.96794273438289,4.0,2234.0,SKEMPI v2.0,,5.0,9.044726225237962e-09
6k4k,A,C,-11.167676277757485,4.0,602.0,PDBbind v2020,,2.0,6.455294025413833e-09
4hff,A,B,-13.05545541776353,4.0,2535.0,PDBbind v2020,,1.0,2.663592580087377e-10
2kc8,A,B,-9.13854132049218,4.0,750.0,PDBbind v2020,,5.0,1.9862364533041654e-07
6otc,A,HL,-11.335994404915116,4.0,2038.0,PDBbind v2020,,1.0,4.8582055054348245e-09
5o74,I,J,-6.820855530459986,4.0,872.0,PDBbind v2020,,7.0,9.948590632812065e-06
5u4k,A,B,-6.580636922820865,4.0,1907.0,PDBbind v2020,,2.0,1.4925595024218987e-05
6ddv,C,AB,-11.238140012727555,4.0,879.0,SAbDab,TCR-pMHC,9.0,5.731123321446689e-09
4mhh,E,HL,-12.339961001338123,4.0,1645.0,SAbDab,Antibody-Antigen,0.0,8.916467557945685e-10
3bdy,V,HL,-8.898322712853057,4.0,2546.0,SKEMPI v2.0,,2.0,2.979895546870992e-07
3eob,I,HL,-11.810416827579758,4.0,2191.0,SAbDab,Antibody-Antigen,8.0,2.1804532955014246e-09
1lw6,E,I,-15.959396850952164,4.0,249.0,PDBbind v2020,,0.0,1.9760253373891777e-12
4l0p,B,A,-10.975789895246129,4.0,862.0,SKEMPI v2.0,,2.0,8.925663742736219e-09
1b41,B,A,-13.678369266597937,4.0,42.0,SKEMPI v2.0,,8.0,9.303341110275244e-11
1sb0,A,B,-6.580636922820865,4.0,1905.0,PDBbind v2020,,6.0,1.4925595024218987e-05
3uig,P,A,-7.255697024245848,4.0,2368.0,SKEMPI v2.0,,8.0,4.773754642368024e-06
5xln,B,A,-7.6469270508194365,4.0,1574.0,PDBbind v2020,,7.0,2.46571084292744e-06
1iqd,C,AB,-14.806538522949737,4.0,196.0,SAbDab,Antibody-Antigen,5.0,1.384423265610221e-11
4ps4,A,HL,-15.338910635174097,4.0,928.0,SAbDab,Antibody-Antigen,3.0,5.634313364017025e-12
6ba6,A,B,-5.170870095236487,4.0,552.0,PDBbind v2020,,8.0,0.0001613682393278
2jel,P,HL,-11.626664925037051,4.0,447.0,SKEMPI v2.0,,4.0,2.9737582883361422e-09
4m62,T,IM,-11.718321032549374,4.0,956.0,SAbDab,Antibody-Antigen,9.0,2.547343164809846e-09
3d7u,B,A,-6.1699805006690625,4.0,2173.0,PDBbind v2020,,1.0,2.9860454715134004e-05
2rnr,A,B,-9.308979135004858,4.0,1100.0,PDBbind v2020,,6.0,1.4894854941551934e-07
1b2u,D,A,-9.54919774264398,5.0,33.0,SKEMPI v2.0,,2.0,9.928100964026506e-08
4n7z,A,B,-9.210919777589949,5.0,2651.0,PDBbind v2020,,5.0,1.7577231234561429e-07
4p59,A,HL,-14.316771162344956,5.0,1784.0,SAbDab,Antibody-Antigen,4.0,3.165567376246951e-11
2lkm,B,A,-10.805352080733448,5.0,777.0,PDBbind v2020,,6.0,1.19024178250311e-08
5imk,A,B,-8.281311298729477,5.0,1294.0,SAbDab,Antibody-Antigen,9.0,8.446974835088972e-07
3tei,A,B,-8.595683058703784,5.0,2358.0,PDBbind v2020,,2.0,4.967628497289095e-07
4oyd,A,B,-13.174587933671756,5.0,846.0,PDBbind v2020,,7.0,2.1782067565312616e-10
6saz,B,A,-13.44236741685774,5.0,1954.0,PDBbind v2020,,6.0,1.3858511194207268e-10
5djt,A,B,-10.598997088761667,5.0,1065.0,PDBbind v2020,,7.0,1.6864388089566418e-08
2rvb,A,B,-9.336051204266974,5.0,1101.0,PDBbind v2020,,9.0,1.422926032876518e-07
5th9,HL,A,-15.138084006648558,5.0,141.0,PDBbind v2020,,4.0,7.909008371898844e-12
5t29,O,HL,-12.852348169829629,5.0,959.0,SAbDab,Antibody-Antigen,1.0,3.7533700243143867e-10
3oun,A,B,-9.87192243833563,5.0,2301.0,PDBbind v2020,,1.0,5.7568944671176374e-08
3jza,A,B,-15.719178243313044,5.0,871.0,PDBbind v2020,,4.0,2.9645760924359124e-12
5n47,A,B,-11.124681626825549,5.0,2525.0,PDBbind v2020,,0.0,6.94140188707419e-09
4hj0,B,CD,-10.419910186571592,5.0,1327.0,SAbDab,Antibody-Antigen,9.0,2.2819612973953675e-08
6jbt,F,HL,-12.945240309636668,5.0,1550.0,PDBbind v2020,,1.0,3.208460496831973e-10
3ho5,B,H,-9.082074615395763,5.0,1195.0,PDBbind v2020,,5.0,2.184953326875916e-07
2rf9,A,C,-6.665417301511738,5.0,1097.0,PDBbind v2020,,8.0,1.2934687006747649e-05
2i5y,P,QR,-11.6890859715472,5.0,1741.0,SAbDab,Antibody-Antigen,0.0,2.676256221206487e-09
6b12,A,C,-11.038210941756278,5.0,1676.0,PDBbind v2020,,6.0,8.032718467263283e-09
2abz,E,B,-11.667539888613938,5.0,556.0,SKEMPI v2.0,,6.0,2.775422009247502e-09
6flb,G,HL,-12.277539954827974,5.0,1707.0,SAbDab,Antibody-Antigen,0.0,9.90765349483909e-10
2p4a,A,B,-13.29347568527832,5.0,509.0,SAbDab,Antibody-Antigen,8.0,1.7820090654134068e-10
6iua,A,B,-11.866883532676171,5.0,977.0,PDBbind v2020,,9.0,1.9821456902443536e-09
5hvg,A,B,-12.551273779427694,5.0,2300.0,SAbDab,Antibody-Antigen,8.0,6.240530729060147e-10
1nf3,C,A,-9.959854164795782,5.0,293.0,PDBbind v2020,,5.0,4.962510308776891e-08
3nvq,A,B,-8.924568489116869,5.0,901.0,SKEMPI v2.0,,1.0,2.85071020203476e-07
4yn0,A,B,-9.645482404821475,5.0,2686.0,PDBbind v2020,,0.0,8.438271847418412e-08
2kwu,B,A,-5.855608740694754,5.0,767.0,PDBbind v2020,,1.0,5.0774833440281814e-05
2i60,G,HL,-11.192772113573591,5.0,1742.0,SAbDab,Antibody-Antigen,3.0,6.187445598629208e-09
4dzv,A,B,-10.856902143639564,5.0,897.0,PDBbind v2020,,6.0,1.091012467237018e-08
2cpk,E,I,-11.78408129266359,5.0,111.0,PDBbind v2020,,4.0,2.27961017389569e-09
5fhx,A,H,-14.897865399009438,5.0,186.0,SAbDab,Antibody-Antigen,8.0,1.1865666239475418e-11
5nl1,E,L,-9.221047408544708,5.0,1484.0,PDBbind v2020,,9.0,1.727917982354266e-07
5gzo,B,CD,-9.257560742725742,5.0,1619.0,SAbDab,Antibody-Antigen,5.0,1.6245953004707854e-07
2l0t,A,B,-5.721088103641169,5.0,773.0,PDBbind v2020,,1.0,6.372391530434417e-05
1zsg,A,B,-6.991293344972666,5.0,526.0,PDBbind v2020,,3.0,7.460482064061939e-06
6ewb,D,JK,-9.861794807380871,5.0,1766.0,PDBbind v2020,,3.0,5.856196085396585e-08
2n8j,A,B,-10.873284348229983,5.0,586.0,PDBbind v2020,,7.0,1.0612444442705444e-08
5imm,A,B,-11.535338048977348,5.0,1295.0,SAbDab,Antibody-Antigen,1.0,3.469624105031129e-09
6o3b,EG,H,-11.38644631739793,5.0,2027.0,PDBbind v2020,,3.0,4.461447208937384e-09
5ush,A,DE,-12.037321347188852,5.0,1343.0,SAbDab,Antibody-Antigen,5.0,1.4864178169773327e-09
6mud,A,B,-8.173294530726947,5.0,603.0,PDBbind v2020,,7.0,1.0137197198255691e-06
4v0o,C,D,-8.810390986392905,5.0,2159.0,PDBbind v2020,,2.0,3.4569085239035666e-07
4f9l,A,Dd,-9.79537069169684,5.0,1959.0,SAbDab,Antibody-Antigen,8.0,6.5513278369423e-08
6mlm,A,EI,-13.641711060919972,5.0,1573.0,PDBbind v2020,,3.0,9.897445557927592e-11
1veu,B,A,-10.767116105857356,5.0,442.0,PDBbind v2020,,0.0,1.2696279176410245e-08
5xod,A,B,-10.301256652000594,5.0,1576.0,PDBbind v2020,,7.0,2.788211393347284e-08
4i77,Z,HL,-15.00588216701197,5.0,927.0,SKEMPI v2.0,,0.0,9.887248138337444e-12
3ukz,B,C,-11.75886676467364,5.0,975.0,PDBbind v2020,,2.0,2.37876898297497e-09
6i07,Bb,D,-10.913368848735978,5.0,1957.0,PDBbind v2020,,8.0,9.917871959919237e-09
6p50,C,HL,-12.277539954827974,5.0,1314.0,PDBbind v2020,,4.0,9.90765349483909e-10
3ukx,B,C,-14.355007137221046,5.0,974.0,PDBbind v2020,,1.0,2.9676336698223e-11
5dmi,A,HL,-12.333414503969296,5.0,1271.0,SAbDab,Antibody-Antigen,5.0,9.015584018578783e-10
1ava,A,C,-13.174587933671756,5.0,26.0,PDBbind v2020,,0.0,2.1782067565312616e-10
5yr0,A,B,-6.983446184109431,5.0,1614.0,PDBbind v2020,,7.0,7.559999986852773e-06
3cqc,A,B,-11.456227110524368,5.0,2168.0,PDBbind v2020,,8.0,3.965521744781266e-09
1p1z,A,P,-5.588886264004579,5.0,22.0,PDBbind v2020,,7.0,7.966285194476105e-05
3ru8,X,HL,-10.197117893572663,5.0,1746.0,SAbDab,Antibody-Antigen,6.0,3.3242858457661175e-08
5bk1,A,HL,-12.22107324973156,5.0,1801.0,SAbDab,Antibody-Antigen,4.0,1.0898883881156583e-09
1ees,A,B,-10.502712426584177,5.0,2622.0,PDBbind v2020,,5.0,1.9841900175444562e-08
1o9a,B,A,-8.185026636551983,5.0,314.0,PDBbind v2020,,9.0,9.93834051803048e-07
1dp5,A,B,-12.339961001338123,5.0,70.0,PDBbind v2020,,8.0,8.916467557945685e-10
4zff,C,AB,-11.32402527088778,5.0,2562.0,SAbDab,Antibody-Antigen,9.0,4.9573973935764134e-09
4peq,A,B,-21.416081275320153,5.0,510.0,PDBbind v2020,,8.0,1.9678942538155883e-16
3ohm,A,B,-9.13854132049218,5.0,2528.0,PDBbind v2020,,7.0,1.9862364533041654e-07
1bj1,VW,HL,-11.552511772701864,5.0,1724.0,SKEMPI v2.0,,7.0,3.3704482479136838e-09
3da7,A,D,-9.393759513695732,5.0,41.0,PDBbind v2020,,1.0,1.2908047308483356e-07
1uuz,D,A,-12.277539954827974,6.0,439.0,SKEMPI v2.0,,6.0,9.90765349483909e-10
1go4,A,G,-8.161790247240326,6.0,134.0,PDBbind v2020,,8.0,1.0336055624202749e-06
2vyr,A,E,-10.03558929933596,6.0,1522.0,SAbDab,Antibody-Antigen,0.0,4.3667591573620165e-08
1otr,A,B,-5.197039421150653,6.0,348.0,PDBbind v2020,,9.0,0.0001543924844996
6n9d,A,B,-14.664266435474683,6.0,2279.0,PDBbind v2020,,6.0,1.7603845405605127e-11
1jsp,A,B,-5.867340846519791,6.0,207.0,PDBbind v2020,,8.0,4.977880716009257e-05
3ux9,A,Bb,-12.450352329568531,6.0,2347.0,SAbDab,Antibody-Antigen,1.0,7.400050753706684e-10
2l14,A,B,-7.514725211182846,6.0,227.0,PDBbind v2020,,9.0,3.0824464705377246e-06
5wuj,A,B,-8.696164564762496,6.0,1554.0,PDBbind v2020,,7.0,4.192360117474429e-07
3chw,A,P,-9.882226210806106,6.0,618.0,PDBbind v2020,,0.0,5.657593615358674e-08
6gjq,E,F,-10.370510586947583,6.0,1937.0,PDBbind v2020,,2.0,2.4804853067015168e-08
5vwy,A,B,-8.029588407603734,6.0,1161.0,PDBbind v2020,,2.0,1.2921360292303743e-06
2q7n,A,B,-15.00588216701197,6.0,1087.0,PDBbind v2020,,2.0,9.887248138337444e-12
6gbu,A,B,-9.011098156911434,6.0,1934.0,PDBbind v2020,,9.0,2.463170400759195e-07
2nyy,A,CD,-13.509509221283382,6.0,1035.0,SKEMPI v2.0,,1.0,1.2373042936028863e-10
1h9d,B,A,-10.022275211305931,6.0,73.0,SKEMPI v2.0,,9.0,4.466048615570685e-08
3ma9,A,HL,-10.913368848735978,6.0,893.0,SAbDab,Antibody-Antigen,2.0,9.917871959919237e-09
2jod,B,A,-8.806995836793355,6.0,727.0,PDBbind v2020,,3.0,3.476784734136333e-07
6ii4,A,HL,-10.61310375481458,6.0,1368.0,SAbDab,Antibody-Antigen,9.0,1.6467403418905286e-08
1sy6,A,HL,-7.590026155902382,6.0,404.0,SAbDab,Antibody-Antigen,3.0,2.7143871125298183e-06
4x33,B,A,-9.006339480855587,6.0,2600.0,PDBbind v2020,,5.0,2.483043606959146e-07
1ak4,D,A,-6.712838762457455,6.0,282.0,SKEMPI v2.0,,1.0,1.1939283241450922e-05
1gl0,I,E,-11.866883532676171,6.0,8.0,SKEMPI v2.0,,5.0,1.9821456902443536e-09
1c1y,B,A,-8.077009868549451,6.0,138.0,SKEMPI v2.0,,2.0,1.1926982099696145e-06
1l8c,A,B,-11.124681626825549,6.0,242.0,PDBbind v2020,,8.0,6.94140188707419e-09
5jq6,A,HL,-12.417194118936148,6.0,1405.0,SAbDab,Antibody-Antigen,1.0,7.826220316127325e-10
1oyh,I,L,-10.06315017488282,6.0,349.0,PDBbind v2020,,6.0,4.1681832954081264e-08
3uz0,A,B,-8.528541254278142,6.0,2395.0,PDBbind v2020,,5.0,5.564026205540619e-07
6flc,I,AB,-9.211924785436969,6.0,1825.0,SAbDab,Antibody-Antigen,9.0,1.7547425991049804e-07
4f3f,C,AB,-12.472162840974717,6.0,1806.0,SAbDab,Antibody-Antigen,5.0,7.132461487450288e-10
4bd9,A,B,-10.24306742336684,6.0,2274.0,PDBbind v2020,,9.0,3.0760980027434815e-08
1h0t,A,B,-7.123495184609257,6.0,1062.0,PDBbind v2020,,3.0,5.9677894473262926e-06
1t01,A,B,-10.107055589996806,6.0,674.0,PDBbind v2020,,0.0,3.8703275082561166e-08
2vxq,A,HL,-13.585244355823557,6.0,1132.0,SAbDab,Antibody-Antigen,2.0,1.0887654671422659e-10
1dee,H,EF,-8.727884898340376,6.0,67.0,SAbDab,Antibody-Antigen,0.0,3.973705810133431e-07
3alz,A,B,-8.572446669392129,6.0,797.0,PDBbind v2020,,4.0,5.166424351751834e-07
6pxh,A,CD,-10.303368782521945,6.0,1723.0,PDBbind v2020,,6.0,2.7782844986249057e-08
1bp3,B,A,-14.29854043212463,6.0,1.0,SKEMPI v2.0,,9.0,3.2645363290159265e-11
1t44,G,A,-8.185026636551983,6.0,406.0,PDBbind v2020,,4.0,9.93834051803048e-07
1cse,I,E,-16.30291146867832,6.0,14.0,SKEMPI v2.0,,6.0,1.106286984240355e-12
3u9z,A,C,-7.929216287393336,6.0,2123.0,PDBbind v2020,,8.0,1.5308003206052606e-06
